12_1	1	1.0
1212_1	2	0.863084608578
1223_1	2	0.863084608578
1223_2	2	0.863084608578
1223_3	2	0.863084608578
121212_1	3	0.782994238824
121223_1	4	0.726169217155
121223_2	4	0.726169217155
121223_3	3	0.782994238824
122312_1	4	0.726169217155
122312_2	4	0.726169217155
122312_3	4	0.726169217155
122313_1	3	0.782994238824
122313_2	3	0.782994238824
122313_3	3	0.782994238824
122323_1	3	0.782994238824
122323_2	4	0.726169217155
122323_3	4	0.726169217155
122324_1	3	0.782994238824
122324_2	3	0.782994238824
122324_3	3	0.782994238824
122324_4	3	0.782994238824
122334_1	3	0.782994238824
122334_2	3	0.782994238824
122334_3	3	0.782994238824
122334_4	3	0.782994238824
12121212_1	4	0.726169217155
12121223_1	6	0.646078847402
12121223_2	6	0.646078847402
12121223_3	4	0.726169217155
12122312_1	7	0.615629901985
12122312_2	7	0.615629901985
12122312_3	6	0.646078847402
12122313_1	6	0.646078847402
12122313_2	6	0.646078847402
12122313_3	5	0.682092306034
12122323_1	6	0.646078847402
12122323_2	6	0.646078847402
12122323_3	6	0.646078847402
12122324_1	6	0.646078847402
12122324_2	6	0.646078847402
12122324_3	5	0.682092306034
12122324_4	4	0.726169217155
12122334_1	6	0.646078847402
12122334_2	6	0.646078847402
12122334_3	5	0.682092306034
12122334_4	4	0.726169217155
12231212_1	7	0.615629901985
12231212_2	7	0.615629901985
12231212_3	6	0.646078847402
12231213_1	6	0.646078847402
12231213_2	6	0.646078847402
12231213_3	6	0.646078847402
12231214_1	6	0.646078847402
12231214_2	6	0.646078847402
12231214_3	6	0.646078847402
12231214_4	4	0.726169217155
12231223_1	6	0.646078847402
12231223_2	6	0.646078847402
12231223_3	6	0.646078847402
12231224_1	6	0.646078847402
12231224_2	6	0.646078847402
12231224_3	6	0.646078847402
12231224_4	4	0.726169217155
12231312_1	4	0.726169217155
12231312_2	4	0.726169217155
12231312_3	4	0.726169217155
12231313_1	6	0.646078847402
12231313_2	5	0.682092306034
12231313_3	6	0.646078847402
12231314_1	5	0.682092306034
12231314_2	5	0.682092306034
12231314_3	5	0.682092306034
12231314_4	4	0.726169217155
12231323_1	5	0.682092306034
12231323_2	5	0.682092306034
12231323_3	5	0.682092306034
12231334_1	5	0.682092306034
12231334_2	5	0.682092306034
12231334_3	5	0.682092306034
12231334_4	4	0.726169217155
12232312_1	6	0.646078847402
12232312_2	7	0.615629901985
12232312_3	7	0.615629901985
12232313_1	5	0.682092306034
12232313_2	6	0.646078847402
12232313_3	6	0.646078847402
12232323_1	4	0.726169217155
12232323_2	6	0.646078847402
12232323_3	6	0.646078847402
12232324_1	4	0.726169217155
12232324_2	6	0.646078847402
12232324_3	6	0.646078847402
12232324_4	4	0.726169217155
12232334_1	4	0.726169217155
12232334_2	6	0.646078847402
12232334_3	6	0.646078847402
12232334_4	4	0.726169217155
12232412_1	5	0.682092306034
12232412_2	5	0.682092306034
12232412_3	4	0.726169217155
12232412_4	5	0.682092306034
12232414_1	5	0.682092306034
12232414_2	5	0.682092306034
12232414_3	5	0.682092306034
12232414_4	5	0.682092306034
12232423_1	4	0.726169217155
12232423_2	5	0.682092306034
12232423_3	5	0.682092306034
12232423_4	5	0.682092306034
12232424_1	4	0.726169217155
12232424_2	6	0.646078847402
12232424_3	5	0.682092306034
12232424_4	6	0.646078847402
12232425_1	4	0.726169217155
12232425_2	4	0.726169217155
12232425_3	4	0.726169217155
12232425_4	4	0.726169217155
12232425_5	4	0.726169217155
12232434_1	4	0.726169217155
12232434_2	5	0.682092306034
12232434_3	5	0.682092306034
12232434_4	5	0.682092306034
12232445_1	4	0.726169217155
12232445_2	5	0.682092306034
12232445_3	5	0.682092306034
12232445_4	5	0.682092306034
12232445_5	4	0.726169217155
12233413_1	6	0.646078847402
12233413_2	5	0.682092306034
12233413_3	6	0.646078847402
12233413_4	6	0.646078847402
12233414_1	4	0.726169217155
12233414_2	4	0.726169217155
12233414_3	4	0.726169217155
12233414_4	4	0.726169217155
12233423_1	4	0.726169217155
12233423_2	6	0.646078847402
12233423_3	6	0.646078847402
12233423_4	6	0.646078847402
12233424_1	4	0.726169217155
12233424_2	5	0.682092306034
12233424_3	5	0.682092306034
12233424_4	5	0.682092306034
12233434_1	4	0.726169217155
12233434_2	5	0.682092306034
12233434_3	6	0.646078847402
12233434_4	6	0.646078847402
12233435_1	4	0.726169217155
12233435_2	5	0.682092306034
12233435_3	5	0.682092306034
12233435_4	5	0.682092306034
12233435_5	4	0.726169217155
12233445_1	4	0.726169217155
12233445_2	4	0.726169217155
12233445_3	4	0.726169217155
12233445_4	4	0.726169217155
12233445_5	4	0.726169217155
